Date,return_assets,return_capital,return_equity,return_invested_capital,return_common_equity,gross_margin,sga_margin,ebitda_margin,ebita_margin,ebit_margin,earning_co_margin,ni_margin,ni_norm_margin,ni_avail_excl_margin,lfcf_margin,ufcf_margin,cf_total_rev,asset_turns,fixed_asset_turns,ar_turns,inventory_turns,current_ratio,quick_ratio,days_sales_out,days_inventory_out,days_payable_out,cash_conversion,cfo_current_liab,total_debt_equity,total_debt_capital,lt_debt_equity,lt_debt_capital,total_liab_total_assets,ebit_int,ebitda_int,ebitda_capex_int,total_debt_ebitda,net_debt_ebitda,total_debt_ebitda_capex,net_debt_ebitda_capex,ebitda_excl_oper_leases_int,ebitda_excl_oper_leases_capex_int,total_debt_ebitda_excl_oper_leases,net_debt_ebitda_excl_oper_leases,total_debt_ebitda_excl_oper_leases_capex,net_debt_ebitda_excl_oper_leases_capex,total_rev_employee,z_score,capex_pct_rev,Ticker
2016-12-31,6.1277,18.1827,29.7433,12.9122,30.2271,48.3183,26.6048,21.9361,19.5716,17.5681,11.3651,11.4794,7.1039,11.0462,-5.9585,-5.6915,,0.55808,5.161,2.99809,1.96007,0.91609,0.46501,122.07747,186.72808,104.42346,204.38209,0.14377,59.2744,37.2153,45.3957,28.5016,78.0765,41.12676,51.35211,40.88732,1.10697,0.5384,1.39029,0.6762,51.35211,40.88732,1.10697,0.5384,1.39029,0.6762,249.977,1.50158,4.4702,SAF.PA
2017-03-31,5.6991,13.1596,26.8578,14.9697,27.1364,48.1092,26.4036,21.4719,19.0622,16.9893,13.4476,15.8391,10.0724,13.135,2.1107,2.3877,,0.53672,5.06222,2.62359,1.90592,1.16248,0.83588,139.12194,191.50857,428.94107,-98.31056,0.16181,64.0545,39.0446,43.3271,26.4102,71.496,38.34247,48.4589,38.24658,1.67293,,2.11963,,48.4589,38.24658,1.67293,,2.11963,,,1.72022,4.525,SAF.PA
2017-06-30,5.4527,12.5907,30.8158,20.1903,31.2496,47.8963,26.1987,20.9994,18.5436,16.4002,15.5673,20.2768,13.094,15.2611,1.9895,2.2766,,0.53197,5.01736,2.5999,1.89678,1.16248,0.83588,140.38959,192.43129,430.94711,-98.12624,0.16168,64.0545,39.0446,43.3271,26.4102,71.496,35.70667,45.72,35.74667,1.72587,,2.20739,,45.72,35.74667,1.72587,,2.20739,,,1.7477,4.5808,SAF.PA
2017-09-30,,,,,,47.4805,26.3145,20.3653,17.8657,15.6797,19.2479,23.9336,17.063,18.913,,,,,,,,1.10279,0.79472,,,,,0.16481,53.949,35.0434,39.5418,25.685,70.2084,33.01282,42.87821,33.1859,1.55629,,2.01082,,42.87821,33.1859,1.55629,,2.01082,,,1.82762,4.6034,SAF.PA
2017-12-31,4.8705,12.0242,45.9378,32.7651,46.8868,47.0695,26.4289,19.7384,17.1954,14.9673,22.8868,27.549,20.9872,22.5236,13.0138,13.3204,,0.52066,4.93973,3.05722,2.13194,1.10279,0.79472,119.38931,171.20581,96.7469,193.84822,0.17353,53.949,35.0434,39.5418,25.685,70.2084,30.51852,40.24691,30.81481,1.59663,,2.08534,,40.24691,30.81481,1.59663,,2.08534,,283.176,1.88284,4.6258,SAF.PA
2018-03-31,4.0166,8.7513,28.1956,16.5568,28.42,46.0043,26.9179,18.014,15.4306,13.2192,16.4157,18.6388,14.7317,16.0583,8.9038,9.2035,,0.48616,4.60361,2.44093,1.82292,0.86,0.5244,149.53284,200.22842,284.40691,65.35435,0.14706,60.5316,37.7069,39.1441,24.384,71.8634,27.5697,37.5697,28.04848,2.1084,1.29956,2.82411,1.74071,37.5697,28.04848,2.1084,1.29956,2.82411,1.74071,,1.33624,4.5652,SAF.PA
2018-06-30,3.6679,7.9914,18.6573,7.1965,18.5764,45.0212,27.3692,16.4226,13.8019,11.6059,10.4436,10.4157,8.9587,10.0916,8.1002,8.3936,,0.50566,4.78823,2.53976,1.93054,0.86,0.5244,143.71437,189.06599,269.96532,62.81504,0.15021,60.5316,37.7069,39.1441,24.384,71.8634,24.72619,34.9881,25.38095,2.22355,1.37053,3.0652,1.88931,34.9881,25.38095,2.22355,1.37053,3.0652,1.88931,,1.39246,4.5093,SAF.PA
2018-09-30,3.5793,7.8368,14.6248,5.2693,14.5009,44.3335,27.0705,16.0012,13.3804,10.7007,8.2156,8.0543,6.8837,7.9059,1.5465,1.8328,,0.5352,4.90115,3.1886,2.28659,0.86098,0.51349,114.46984,159.62655,75.30169,198.7947,0.1457,50.3211,33.4757,32.2656,21.4644,69.7168,23.35754,34.92737,25.9162,1.98017,1.17562,2.66868,1.58439,34.92737,25.9162,1.98017,1.17562,2.66868,1.58439,,1.48017,4.1282,SAF.PA
2018-12-31,3.6024,7.8874,12.2192,3.5268,12.0458,43.7523,26.818,15.645,13.0241,9.9357,6.3326,6.0587,5.1302,6.0587,2.3641,2.6445,,0.58012,5.31259,3.45721,2.50442,0.86098,0.51349,105.57625,145.74231,69.52958,181.78898,0.14561,50.3211,33.4757,32.2656,21.4644,69.7168,22.14737,34.87368,26.38947,1.8684,1.10927,2.46909,1.4659,34.87368,26.38947,1.8684,1.10927,2.46909,1.4659,228.586,1.57668,3.8061,SAF.PA
2019-03-31,4.0394,8.8412,15.3961,5.3882,15.3209,44.5776,25.9997,17.2993,14.7289,11.496,7.9076,7.6471,6.6318,7.6471,5.3627,5.6304,,0.5622,4.95622,2.73569,2.12245,0.88294,0.54129,133.42137,171.97085,153.00837,152.38385,0.14713,56.2304,35.9919,35.4328,22.6798,70.4528,26.83505,41.53608,33.54124,1.73939,1.08017,2.15399,1.33764,40.38144,32.3866,1.78912,1.11105,2.23078,1.38533,,1.65766,3.4249,SAF.PA
2019-06-30,4.8137,10.5361,19.2613,7.5811,19.2894,45.3025,25.281,18.7523,16.2263,12.8665,9.2911,9.0422,7.9508,9.0422,7.03,7.2866,,0.59861,5.27722,2.91344,2.23036,0.88294,0.54129,125.28151,163.65067,145.96277,142.96941,0.15422,56.2304,35.9919,35.4328,22.6798,70.4528,31.33333,46.79798,39.27273,1.51263,0.93935,1.80247,1.11934,45.66667,38.14141,1.5501,0.96262,1.85593,1.15254,,1.78782,3.0901,SAF.PA
2019-09-30,5.0942,11.0309,18.9708,7.9344,19.0208,45.9947,25.2303,19.383,16.9039,13.7727,9.6246,9.3715,8.1965,9.3715,4.6255,4.8508,,0.5918,5.15161,3.30092,2.24634,0.87743,0.51762,110.57529,162.48669,79.26523,193.79675,0.14266,57.1775,36.3777,29.4085,18.7103,70.2205,38.20225,55.02247,46.52247,1.48846,0.92179,1.76042,1.09021,53.76404,45.26404,1.5233,0.94336,1.80936,1.12052,,1.87557,3.0644,SAF.PA
2019-12-31,5.5407,11.9977,20.0566,8.6274,20.1183,46.6553,25.182,19.9849,17.5506,14.6374,9.943,9.6857,8.4309,9.6857,5.3153,5.5108,,0.60565,5.27212,3.37838,2.27077,0.87743,0.51762,108.03964,160.73834,78.45785,190.32013,0.13748,57.1775,36.3777,29.4085,18.7103,70.2205,46.81013,65.32911,55.60759,1.41232,0.87464,1.65923,1.02754,63.91139,54.18987,1.44365,0.89404,1.70264,1.05443,275.777,1.98585,3.0398,SAF.PA
2020-03-31,4.6661,9.9771,12.9308,5.8419,12.862,46.9366,26.0985,19.3096,16.6963,13.5566,6.8653,6.6276,5.9039,6.6276,11.4515,11.6466,,0.55071,4.72952,2.69938,1.98586,0.91224,0.59015,135.58653,184.30296,161.05318,158.83631,0.12928,63.6486,38.8934,36.144,22.0863,71.0611,43.44218,63.40136,53.35374,1.71373,0.74764,2.03647,0.88844,61.87755,51.82993,1.75594,0.76605,2.09634,0.91456,,1.80509,3.1354,SAF.PA
2020-06-30,3.9281,8.3991,5.7736,3.3746,5.5617,47.2621,27.1586,18.5285,15.7082,12.3065,3.3055,3.0903,2.981,3.0903,11.21,11.4046,,0.5107,4.38594,2.50245,1.8303,0.91224,0.59015,146.25653,199.96703,174.63141,171.59215,0.12029,63.6486,38.8934,36.144,22.0863,71.0611,39.52941,61.16176,50.73529,1.92017,0.8377,2.31478,1.00986,59.51471,49.08824,1.97331,0.86088,2.39245,1.04374,,1.64094,3.246,SAF.PA
2020-09-30,3.1166,6.4443,4.3454,2.5789,4.1545,46.9965,28.4708,17.6091,14.4503,10.6312,2.8688,2.6591,3.4038,2.6591,10.0875,10.3367,,0.46906,3.93781,2.73373,1.77978,0.95596,0.58257,133.8828,205.64369,106.80575,232.72073,0.12094,55.1764,35.5572,35.498,22.8759,67.7468,26.66234,45.61039,38.34416,2.00313,0.90034,2.38273,1.07096,44.16234,36.8961,2.06881,0.92986,2.47624,1.11299,,1.69746,2.8973,SAF.PA
2020-12-31,2.1526,4.451,3.0276,1.7678,2.8478,46.8831,30.4112,16.4123,12.8128,8.4505,2.3003,2.0977,3.9541,2.0977,9.8107,10.1087,,0.40758,3.4217,2.37314,1.54982,0.95596,0.58257,154.22545,236.15674,124.93593,265.44626,0.09808,55.1764,35.5572,35.498,22.8759,67.7468,17.725,35.8125,29.9625,2.4555,1.10366,2.93492,1.31915,34.425,28.575,2.55447,1.14815,3.07743,1.3832,212.674,1.49238,2.789,SAF.PA
2021-03-31,1.7361,3.5407,6.862,3.7563,6.8188,47.1321,31.7416,15.7404,11.9325,7.3644,5.6752,5.4652,7.2618,5.4652,-1.2589,-0.8911,,0.37719,3.302,1.99801,1.43144,1.05879,0.65734,182.68141,254.98791,245.63551,192.0338,0.09686,51.1486,33.8399,40.0193,26.4768,66.3582,12.51351,27.90811,23.27027,2.66512,1.09355,3.19628,1.3115,26.74595,22.10811,2.78092,1.14107,3.3643,1.38044,,1.50881,2.7294,SAF.PA
2021-06-30,1.3453,2.7438,10.7546,5.7899,10.8434,47.4172,33.265,14.9709,10.9245,6.1207,9.5394,9.321,11.0491,9.321,-2.3746,-1.9268,,0.35169,3.07878,1.8611,1.32748,1.05879,0.65734,196.11998,274.95779,267.97461,203.10316,0.08864,51.1486,33.8399,40.0193,26.4768,66.3582,8.54286,21.88571,18.17143,2.99391,1.22846,3.60587,1.47956,20.89524,17.18095,3.13582,1.28669,3.81375,1.56486,,1.55221,2.6612,SAF.PA
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.359,,,SAN.PA
2000-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.359,,,SAN.PA
2000-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.359,,,SAN.PA
2000-12-31,13.1058,21.8069,25.1542,17.1052,24.9936,75.8175,33.8084,29.8339,26.7985,25.7923,16.7533,16.5185,16.1579,16.5185,17.7804,17.7804,,0.81301,5.05339,5.11187,1.92139,2.39283,1.82152,71.59802,190.48726,169.2911,92.79418,0.531,9.5106,8.6846,2.7931,2.5505,44.7801,,,,0.23159,,0.29282,,,,0.23159,,0.29282,,204.212,7.26845,6.2384,SAN.PA
2001-03-31,,,,,,77.1234,34.2616,30.7887,28.6346,27.6271,17.9212,17.741,17.5167,17.741,,,,,,,,2.82885,2.0429,,,,,0.62026,7.6955,7.1456,2.4667,2.2905,42.0737,,,,0.1942,,0.24464,,,,0.1942,,0.24464,,,8.59442,6.3477,SAN.PA
2001-06-30,,,,,,78.3701,34.6942,31.7002,30.3874,29.3788,19.0361,18.9081,18.814,18.9081,,,,,,,,2.82885,2.0429,,,,,0.69329,7.6955,7.1456,2.4667,2.2905,42.0737,,,,0.18434,,0.23145,,,,0.18434,,0.23145,,,10.01811,6.4521,SAN.PA
2001-09-30,,,,,,79.5508,35.1264,33.8621,31.6946,30.3596,21.792,21.7213,19.7581,21.7213,,,,,,,,2.4032,1.95427,,,,,0.55691,6.9787,6.5234,2.0556,1.9215,41.9183,,,,0.18738,,0.24163,,,,0.18738,,0.24163,,,8.96736,7.6016,SAN.PA
2001-12-31,14.1547,23.0524,31.3407,23.1873,31.4733,80.6874,35.5425,35.7274,32.7373,31.0881,24.4451,24.4297,20.667,24.4297,20.8635,20.8635,,0.7285,5.30499,4.63429,1.62516,2.4032,2.12016,78.76043,224.5929,191.20343,112.1499,0.60681,6.9787,6.5234,2.0556,1.9215,41.9183,,,,0.17429,,0.23046,,,,0.17429,,0.23046,,212.623,9.34245,8.7083,SAN.PA
2002-03-31,15.227,23.4758,32.3405,22.5631,31.5982,81.1143,35.0374,37.2675,33.1851,31.7477,25.5019,24.8721,20.273,24.8721,15.671,15.671,,0.7674,3.30566,,,2.6087,1.30435,,,,,0.70478,6.7796,6.3492,6.7796,6.3492,37.234,,,,0.15905,,0.26127,,,,0.15905,,0.26127,,,,14.581,SAN.PA
2002-06-30,16.0194,24.6975,34.8773,22.8962,33.3584,81.5094,34.5698,38.4933,33.3999,32.1586,26.4802,25.2817,19.9083,25.2817,11.1249,11.1249,,0.79702,3.43326,,,2.6087,1.30435,,,,,0.61913,6.7796,6.3492,6.7796,6.3492,37.234,,,,0.14826,,0.30888,,,,0.14826,,0.30888,,,,20.0171,SAN.PA
2002-09-30,15.0667,23.1172,31.2642,20.5276,29.9161,81.5037,33.5546,38.0853,34.1149,32.3926,25.6069,24.4241,20.4113,24.4241,-1.6747,-1.6747,,0.74421,5.50953,5.02503,1.64251,2.38649,2.04085,72.6361,222.22113,176.84287,118.01436,0.6088,6.8737,6.4316,1.074,1.0049,36.0186,,,,0.15111,,0.30815,,,,0.15111,,0.30815,,,11.20777,19.4092,SAN.PA
2002-12-31,15.8099,24.2575,31.1797,20.3143,29.8059,81.4983,32.5993,38.0773,34.7207,32.9887,24.7851,23.617,20.8848,23.617,-1.0925,-1.0925,,0.76681,5.67683,5.17762,1.69287,2.38649,2.04085,70.49574,215.60952,171.64928,114.45597,0.65829,6.8737,6.4316,1.074,1.0049,36.0186,,,,0.14669,,0.2903,,,,0.14669,,0.2903,,229.621,10.70679,18.8372,SAN.PA
2003-03-31,17.3445,25.8932,32.3659,21.1198,31.6073,81.4802,31.887,38.6268,36.0275,33.4744,24.6378,24.0227,21.9516,24.0227,7.283,7.283,,0.82903,3.49896,,,2.32189,1.60025,,,,,0.77878,5.4733,5.1893,1.0518,0.9972,36.5282,,,,0.10514,,0.15894,,,,0.10514,,0.15894,,,10.3188,13.0762,SAN.PA
2003-06-30,17.8483,26.6453,32.6527,21.1853,32.5994,81.4626,31.1954,39.1604,36.8661,33.946,24.4948,24.4166,22.9875,24.4166,13.3163,13.3163,,0.84126,3.55057,,,2.32189,1.60025,,,,,0.85601,5.4733,5.1893,1.0518,0.9972,36.5282,,,,0.1022,,0.12634,,,,0.1022,,0.12634,,,9.93496,7.4827,SAN.PA
2003-09-30,17.9677,26.1914,31.9373,21.1808,31.955,81.869,30.9816,40.1552,36.9552,35.1294,25.1797,25.1224,23.5686,25.1224,19.4812,19.4812,,0.81836,5.52707,5.60992,1.75709,2.53279,2.19985,65.06308,207.72953,163.2207,109.57191,0.8314,5.8035,5.4851,0.8358,0.7899,34.9574,,,,0.1166,,0.13713,,,,0.1166,,0.13713,,,9.40878,6.0118,SAN.PA
2003-12-31,18.9894,27.6808,33.5511,22.7214,33.5976,82.2564,30.7778,41.1033,37.8603,36.2574,25.8325,25.7952,24.1224,25.7952,21.4432,21.4432,,0.83798,5.65963,5.74447,1.76079,2.53279,2.19985,63.5392,207.29336,162.87213,107.96043,0.87384,5.8035,5.4851,0.8358,0.7899,34.9574,,,,0.11125,,0.1253,,,,0.11125,,0.1253,,243.244,9.35535,4.6098,SAN.PA
2004-03-31,19.3455,28.6643,35.6689,23.5388,34.7927,81.3316,30.4121,40.1986,37.0173,35.4976,26.2787,25.5632,23.3886,25.5632,20.7505,20.8022,,0.87197,5.77167,4.94544,1.88478,2.47686,1.76122,74.0074,194.18716,160.6352,107.55935,0.79541,4.7153,4.5029,0.7153,0.6831,35.1141,428.78571,485.57143,431.5,0.09503,,0.10694,,485.57143,431.5,0.09503,,0.10694,,,8.78733,4.4763,SAN.PA
2004-06-30,19.8837,29.4617,37.9645,24.2035,36.169,80.4919,30.0801,39.3771,36.2518,34.8076,26.6839,25.3525,22.7222,25.3525,20.3359,20.4346,,0.91399,6.04983,5.09183,2.06448,2.47686,1.76122,71.87984,177.28454,146.75685,102.40753,0.79663,4.7153,4.5029,0.7153,0.6831,35.1141,220.35714,249.28571,221.71429,0.09255,,0.10406,,249.28571,221.71429,0.09255,,0.10406,,,8.85556,4.3551,SAN.PA
2004-09-30,3.9303,5.8188,9.623,6.5858,8.9333,74.9227,29.5413,36.2132,24.3291,24.3291,18.7266,17.2101,15.3002,17.2101,,,,0.25848,3.3505,3.93776,1.61002,0.78818,0.53518,92.94607,227.32553,117.22724,203.04436,,38.634,27.8676,20.8414,15.0334,51.3822,33.43017,49.75978,49.75978,3.60211,3.1647,3.60211,3.1647,49.75978,49.75978,3.60211,3.1647,3.60211,3.1647,,,,SAN.PA
2004-12-31,3.5727,5.3184,9.4133,3.9204,8.4272,71.7854,29.2379,31.1256,27.8522,17.3139,14.2439,12.6231,11.1231,12.6231,11.5386,12.1941,,0.33016,4.28634,5.00286,2.31741,0.78818,0.53518,73.15791,157.93486,93.41967,137.6731,0.26677,38.8689,27.9896,20.9682,15.0992,51.7608,16.50909,29.67879,25.10909,3.27588,2.87809,3.87207,3.40188,29.67879,25.10909,3.27588,2.87809,3.87207,3.40188,163.139,,4.7924,SAN.PA
2005-03-31,,-3.4964,-16.7309,-12.3384,-17.2043,73.3887,29.4869,7.1483,-8.4938,-8.4938,-18.3792,-18.7336,-7.5213,-18.7336,,,,,,,,,,,,,,,44.5996,30.8435,,,,,4.25688,4.25688,11.51293,9.72414,11.51293,9.72414,4.25688,4.25688,11.51293,9.72414,11.51293,9.72414,,,,SAN.PA
2005-06-30,4.7874,7.152,8.7556,0.8496,7.6745,72.4084,29.0104,33.2711,30.3766,15.5065,9.1336,7.9377,8.901,7.9377,18.2348,19.2509,,0.49398,6.59017,7.07607,3.27369,0.80586,0.56002,51.58217,111.49473,71.61483,91.46207,0.41008,33.7651,25.2421,15.9748,11.9424,50.0475,9.53865,20.46633,17.82045,1.83551,1.55038,2.10803,1.78058,20.46633,17.82045,1.83551,1.55038,2.10803,1.78058,,,4.3012,SAN.PA
2005-09-30,,2.4347,-1.0465,-0.9835,-1.3765,73.7153,28.6297,19.9229,8.2985,8.2985,-1.6085,-2.0951,3.8091,-2.0951,,,,,,,,,,,,,,,33.7651,25.2421,,,,4.37966,10.5146,10.5146,2.88555,2.43731,2.88555,2.43731,10.5146,10.5146,2.88555,2.43731,2.88555,2.43731,,,,SAN.PA
2005-12-31,3.5637,5.3546,5.9208,1.1393,5.1945,74.8465,28.9341,34.6543,31.9012,17.2482,9.094,7.9191,10.3373,7.9191,21.8786,22.8869,,0.33058,4.72226,5.76485,2.21975,0.85091,0.55493,63.31436,164.43287,143.25155,84.49568,0.41492,24.1293,19.4388,10.2554,8.2618,46.7283,10.6913,21.48043,18.99565,1.13106,0.99919,1.27901,1.12989,21.48043,18.99565,1.13106,0.99919,1.27901,1.12989,293.4,,4.0086,SAN.PA
2006-03-31,,6.0919,8.6854,5.8912,7.8797,75.2681,28.7212,37.4721,18.3672,18.3672,12.3179,11.1012,11.1838,11.1012,,,,,,,,,,,,,,,23.8649,19.2669,,,,15.09577,30.79789,30.79789,1.02211,0.90293,1.02211,0.90293,30.79789,30.79789,1.02211,0.90293,1.02211,0.90293,,,,SAN.PA
2006-06-30,4.112,6.1219,8.7362,2.6317,7.9643,74.6084,28.2271,35.8661,33.169,18.9711,13.2325,11.9902,11.4459,11.9902,27.3275,28.1376,,0.3468,4.90667,5.6002,2.1743,0.86332,0.475,65.17623,167.86971,130.38713,102.65881,0.41902,22.04,18.0596,8.2389,6.751,44.6484,14.63542,27.66927,24.36979,0.93609,0.79416,1.06283,0.90169,27.66927,24.36979,0.93609,0.79416,1.06283,0.90169,,,4.2769,SAN.PA
2006-09-30,,6.0816,9.5051,6.7746,8.7155,75.6974,27.8651,42.3268,19.0884,19.0884,14.5821,13.2897,11.6166,13.2897,,,,,,,,,,,,,,,22.04,18.0596,,,,20.98872,46.54041,46.54041,0.80341,0.6816,0.80341,0.6816,46.54041,46.54041,0.80341,0.6816,0.80341,0.6816,,,,SAN.PA
2006-12-31,4.1558,6.2081,9.5488,3.5625,8.7345,74.2717,27.1965,34.9859,32.1272,18.5696,14.9174,13.5847,11.4474,13.5847,22.0764,22.9051,,0.35808,4.75514,5.64468,2.1405,1.18311,0.80434,64.66231,170.5207,144.79039,90.39262,0.64254,15.1593,13.1637,9.8188,8.5263,41.0773,14.00512,26.38619,22.66752,0.67326,0.55782,0.78371,0.64933,26.38619,22.66752,0.67326,0.55782,0.78371,0.64933,294.04,,4.9306,SAN.PA
2007-03-31,,6.622,9.5827,7.2783,8.7405,74.505,26.4984,36.543,19.8256,19.8256,14.9976,13.6191,12.157,13.6191,,,,,,,,,,,,,,,15.1593,13.1637,,,,15.44211,28.46316,28.46316,0.6422,0.53208,0.6422,0.53208,28.46316,28.46316,0.6422,0.53208,0.6422,0.53208,,,,SAN.PA
2007-06-30,4.628,6.7202,10.3116,3.5755,9.4258,74.5108,26.4146,35.9964,33.145,19.7284,16.0059,14.5972,12.1699,14.5972,15.0243,15.7941,,0.37534,4.71469,5.38694,1.98806,1.27036,0.66039,67.75641,183.5961,126.9116,124.44091,0.68392,14.448,12.6241,9.0717,7.9265,38.5789,16.01657,29.22376,25.03315,0.62974,0.51848,0.73516,0.60527,29.22376,25.03315,0.62974,0.51848,0.73516,0.60527,,,5.1617,SAN.PA
2007-09-30,,7.0923,12.0784,9.4302,11.1726,74.42,26.0771,37.4061,20.6932,20.6932,18.6337,17.1964,13.022,17.1964,,,,,,,,,,,,,,,14.448,12.6241,,,,15.18362,27.44665,27.44665,0.6023,0.49589,0.6023,0.49589,27.44665,27.44665,0.6023,0.49589,0.6023,0.49589,,,,SAN.PA
2007-12-31,4.9707,7.1935,12.5514,5.6059,11.6771,74.0781,25.8636,36.0735,33.1324,20.3786,19.4542,18.0196,12.6416,18.0196,21.9476,22.611,,0.39027,4.57898,5.64654,2.04954,1.29827,0.88634,64.64114,178.08861,137.50171,105.22804,0.73493,13.2851,11.7272,8.3499,7.3707,37.816,19.2,33.9871,28.79355,0.56388,0.39996,0.66558,0.4721,33.9871,28.79355,0.56388,0.39996,0.66558,0.4721,293.552,,5.5123,SAN.PA
2008-03-31,,7.0364,12.0898,9.7673,11.2067,73.8023,25.7423,35.5725,20.0793,20.0793,18.8756,17.4202,12.6245,17.4202,,,,,,,,,,,,,,,13.2851,11.7272,,,,21.48339,38.05996,38.05996,0.576,0.40856,0.576,0.40856,38.05996,38.05996,0.576,0.40856,0.576,0.40856,,,,SAN.PA
2008-06-30,5.2321,7.4021,12.2425,4.4274,11.2919,73.9665,25.4766,35.9672,33.0167,20.7654,18.6534,17.1642,13.0223,17.1642,21.4409,22.0911,,0.40314,4.44995,5.27654,1.94641,1.32946,0.6894,69.36359,188.03836,132.24166,125.16029,0.81496,15.768,13.6203,10.3207,8.9149,38.5702,19.95987,34.57191,28.84615,0.63258,0.53497,0.75814,0.64116,34.57191,28.84615,0.63258,0.53497,0.75814,0.64116,,,5.9568,SAN.PA
2008-09-30,,7.5249,11.0755,8.7754,10.1222,74.2075,25.2571,36.3016,21.2266,21.2266,16.9687,15.4712,13.1905,15.4712,,,,,,,,,,,,,,,15.768,13.6203,,,,20.0231,34.2434,34.2434,0.63022,0.53297,0.63022,0.53297,34.2434,34.2434,0.63022,0.53297,0.63022,0.53297,,,,SAN.PA
2008-12-31,5.4368,7.6901,9.56,2.2587,8.6144,74.5462,24.8742,36.9538,33.9834,21.7198,14.8939,13.3636,13.6538,13.3636,22.1371,22.8159,,0.40051,4.2695,5.40178,2.00437,1.64826,1.20835,67.75538,182.60069,140.88658,109.4695,0.91204,13.3256,11.7587,9.2587,8.17,37.39,19.99681,34.02236,28.89137,0.564,0.16199,0.66416,0.19076,34.02236,28.89137,0.564,0.16199,0.66416,0.19076,293.413,,5.573,SAN.PA
2009-03-31,,8.1189,10.1369,8.0678,9.1803,75.1609,24.5016,37.5408,22.7493,22.7493,15.6677,14.1288,14.3147,14.1288,,,,,,,,,,,,,,,13.3256,11.7587,,,,22.4,36.96441,36.96441,0.55078,0.15819,0.55078,0.15819,36.96441,36.96441,0.55078,0.15819,0.55078,0.15819,,,,SAN.PA
2009-06-30,6.17,8.6662,10.68,2.4943,9.6612,75.4293,24.1822,38.8529,35.9938,23.8407,15.4206,13.904,15.1059,13.904,24.0876,24.73,,0.41408,4.23464,5.16209,1.82835,1.71734,1.13767,70.70744,199.63347,122.82068,147.52023,0.89543,22.1485,18.1324,15.5926,12.7652,41.6555,23.19544,37.8013,32.47883,0.85472,0.30297,0.99478,0.35262,37.8013,32.47883,0.85472,0.30297,0.99478,0.35262,,,5.4705,SAN.PA
2009-09-30,,9.1079,10.8841,8.2522,9.859,75.141,23.8843,38.3826,24.557,24.557,15.4022,13.906,15.5786,13.906,,,,,,,,,,,,,,,22.1485,18.1324,,,,25.89619,40.47578,40.47578,0.84796,0.30058,0.84796,0.30058,40.47578,40.47578,0.84796,0.30058,0.84796,0.30058,,,,SAN.PA
2009-12-31,6.5169,9.1401,12.1536,4.4091,11.2997,74.3308,23.8985,39.9205,36.8692,25.413,18.2216,16.8577,15.9099,16.8577,25.3582,25.9785,,0.4103,4.22311,5.2633,1.99577,1.40639,0.9343,69.34781,182.8869,112.01777,140.21694,0.69004,18.2976,15.4674,12.2704,10.3725,39.4649,25.60323,40.21935,34.32903,0.71295,0.33454,0.83528,0.39194,40.21935,34.32903,0.71295,0.33454,0.83528,0.39194,297.824,,5.8465,SAN.PA
2010-03-31,,8.6475,12.3699,9.9638,11.6083,73.8776,23.4737,38.8319,24.1367,24.1367,18.6142,17.3816,16.2202,17.3816,,,,,,,,,,,,,,,18.3482,15.5036,,,,20.10724,32.3492,32.3492,0.73668,0.34567,0.73668,0.34567,32.3492,32.3492,0.73668,0.34567,0.73668,0.34567,,,,SAN.PA
2010-06-30,6.1578,8.5905,13.1269,4.9947,12.4672,73.5613,23.5382,38.8275,35.6934,24.6978,19.6536,18.6048,16.2634,18.6048,17.8567,18.5948,,0.39893,4.11739,4.81774,1.83108,1.6776,0.99645,75.76159,199.33599,108.36339,166.73419,0.81621,18.1975,15.3958,13.4289,11.3614,39.0422,20.91146,32.875,28.32552,0.75784,0.48836,0.87956,0.56679,32.875,28.32552,0.75784,0.48836,0.87956,0.56679,,,5.3732,SAN.PA
2010-09-30,,8.0021,13.3919,10.6792,12.8588,73.0644,23.4743,37.9193,23.4086,23.4086,20.4012,19.5249,16.4885,19.5249,,,,,,,,,,,,,,,18.1975,15.3958,,,,17.03872,27.6008,27.6008,0.78957,0.5088,0.78957,0.5088,27.6008,27.6008,0.78957,0.5088,0.78957,0.5088,,,,SAN.PA
2010-12-31,6.5213,9.0688,11.2321,3.9253,10.781,72.8052,23.9422,38.9381,35.7386,25.3701,16.8086,16.0624,15.9823,16.0624,3.4412,4.1481,,0.41127,4.25849,5.16962,1.95604,2.30283,1.25946,70.60451,186.60078,101.23604,155.96925,0.83842,15.5063,13.4246,12.5638,10.8771,37.5023,22.42857,34.42338,30.10649,0.62348,0.13386,0.71288,0.15305,34.42338,30.10649,0.62348,0.13386,0.71288,0.15305,335.082,,4.883,SAN.PA
2011-03-31,,8.1306,10.2718,8.3626,9.8158,72.368,23.9963,38.9365,24.2155,24.2155,16.3618,15.5664,16.4335,15.5664,,,,,,,,,,,,,,,15.5063,13.4246,,,,19.82821,31.88205,31.88205,0.66455,0.14267,0.66455,0.14267,31.88205,31.88205,0.66455,0.14267,0.66455,0.14267,,,,SAN.PA
